Text,Type,Score,File,Line Number
Britain,LOCATION,0.7517998814582825,Chapter3.txt,13
1945,DATE,0.9980530738830566,Chapter3.txt,13
Britain,LOCATION,0.7401753067970276,Chapter3.txt,15
first people,QUANTITY,0.8999228477478027,Chapter3.txt,16
Britain,LOCATION,0.9934773445129395,Chapter3.txt,16
Stone Age,PERSON,0.47563499212265015,Chapter3.txt,17
Stone Age,DATE,0.7482832670211792,Chapter3.txt,17
Britain,LOCATION,0.8746054172515869,Chapter3.txt,17
Britain,LOCATION,0.8981613516807556,Chapter3.txt,19
"about 10,000 years ago",QUANTITY,0.8907283544540405,Chapter3.txt,20
first farmers,QUANTITY,0.838524580001831,Chapter3.txt,21
Britain,LOCATION,0.950127899646759,Chapter3.txt,21
"6,000 years ago",DATE,0.9996047019958496,Chapter3.txt,21
first farmers,QUANTITY,0.7990959286689758,Chapter3.txt,22
south-east Europe,LOCATION,0.9039930105209351,Chapter3.txt,22
One,QUANTITY,0.5816386342048645,Chapter3.txt,24
Stonehenge,LOCATION,0.572375476360321,Chapter3.txt,25
English,OTHER,0.7940979599952698,Chapter3.txt,25
Wiltshire,LOCATION,0.997622549533844,Chapter3.txt,25
Stonehenge,ORGANIZATION,0.3640424907207489,Chapter3.txt,26
Skara Brae,LOCATION,0.6740299463272095,Chapter3.txt,27
Orkney,LOCATION,0.9871557950973511,Chapter3.txt,27
north coast of Scotland,LOCATION,0.8306971788406372,Chapter3.txt,28
Europe,LOCATION,0.8685770630836487,Chapter3.txt,29
Stone Age,DATE,0.7733786106109619,Chapter3.txt,30
HMSO,ORGANIZATION,0.7913879156112671,Chapter3.txt,33
World Heritage Site of Stonehenge,ORGANIZATION,0.8156115412712097,Chapter3.txt,42
"Around 4,000 years ago",QUANTITY,0.870730459690094,Chapter3.txt,44
Bronze Age,DATE,0.9779858589172363,Chapter3.txt,45
Bronze Age,DATE,0.9904253482818604,Chapter3.txt,46
Bronze Age,DATE,0.9559256434440613,Chapter3.txt,48
today,DATE,0.9897139072418213,Chapter3.txt,52
Maiden Castle,LOCATION,0.8843808770179749,Chapter3.txt,52
English,OTHER,0.6710516810417175,Chapter3.txt,52
Dorset,LOCATION,0.9942481517791748,Chapter3.txt,52
Celtic,ORGANIZATION,0.5760555267333984,Chapter3.txt,54
Europe,LOCATION,0.9836355447769165,Chapter3.txt,55
Iron Age,DATE,0.717743992805481,Chapter3.txt,55
today,DATE,0.9570321440696716,Chapter3.txt,55
Wales,LOCATION,0.9813418388366699,Chapter3.txt,56
Scotland,LOCATION,0.999448835849762,Chapter3.txt,56
Ireland,LOCATION,0.9993026256561279,Chapter3.txt,56
Iron Age,DATE,0.6055580377578735,Chapter3.txt,56
first coins,QUANTITY,0.8671623468399048,Chapter3.txt,57
Britain,LOCATION,0.9936689734458923,Chapter3.txt,58
Iron Age,TITLE,0.4471592605113983,Chapter3.txt,58
The Romans,TITLE,0.6154330968856812,Chapter3.txt,61
Julius Caesar,PERSON,0.998396098613739,Chapter3.txt,62
Roman,OTHER,0.5661503076553345,Chapter3.txt,62
Britain,LOCATION,0.9614786505699158,Chapter3.txt,62
55 BC,DATE,0.9843843579292297,Chapter3.txt,62
nearly 100 years,QUANTITY,0.8827008605003357,Chapter3.txt,64
Britain,LOCATION,0.7065111398696899,Chapter3.txt,64
Roman Empire,ORGANIZATION,0.7066426277160645,Chapter3.txt,65
AD 43,DATE,0.7173438668251038,Chapter3.txt,65
Emperor Claudius,PERSON,0.7160165905952454,Chapter3.txt,65
Roman army,ORGANIZATION,0.7497893571853638,Chapter3.txt,65
Britain,LOCATION,0.985983669757843,Chapter3.txt,67
One,QUANTITY,0.6057348847389221,Chapter3.txt,67
HMSO,ORGANIZATION,0.7913879156112671,Chapter3.txt,69
Romans,PERSON,0.3294753134250641,Chapter3.txt,78
Boudicca,PERSON,0.9502001404762268,Chapter3.txt,78
eastern England,LOCATION,0.834454357624054,Chapter3.txt,79
today,DATE,0.9610573053359985,Chapter3.txt,79
Westminster Bridge,LOCATION,0.9618957042694092,Chapter3.txt,80
London,LOCATION,0.9990900754928589,Chapter3.txt,80
Scotland,LOCATION,0.9419981241226196,Chapter3.txt,82
Romans,ORGANIZATION,0.2713858187198639,Chapter3.txt,82
Emperor Hadrien,PERSON,0.8882219791412354,Chapter3.txt,83
England,LOCATION,0.9950172305107117,Chapter3.txt,83
Scottish,OTHER,0.6756517291069031,Chapter3.txt,84
Parts of Hadrien’s Wall,TITLE,0.90191650390625,Chapter3.txt,86
Housesteads,LOCATION,0.5929973721504211,Chapter3.txt,86
Vindolanda,PERSON,0.6229500770568848,Chapter3.txt,87
UNESCO,ORGANIZATION,0.9196486473083496,Chapter3.txt,88
United Nations Educational Scientific and Cultural Organization,ORGANIZATION,0.9845418930053711,Chapter3.txt,88
Romans,PERSON,0.3071238398551941,Chapter3.txt,90
Britain,LOCATION,0.993278443813324,Chapter3.txt,90
400 years,QUANTITY,0.9978224635124207,Chapter3.txt,90
3rd,DATE,0.6730289459228516,Chapter3.txt,92
4th centuries AD,DATE,0.985614001750946,Chapter3.txt,92
first,QUANTITY,0.8452001214027405,Chapter3.txt,92
Christian,ORGANIZATION,0.8374888300895691,Chapter3.txt,92
Britain,LOCATION,0.9897013902664185,Chapter3.txt,93
Anglo-Saxons,OTHER,0.7294425368309021,Chapter3.txt,95
Roman army,ORGANIZATION,0.8381156921386719,Chapter3.txt,96
Britain,LOCATION,0.8367456793785095,Chapter3.txt,96
AD 410,DATE,0.6166676878929138,Chapter3.txt,96
Roman,LOCATION,0.4985606372356415,Chapter3.txt,96
Britain,LOCATION,0.777868926525116,Chapter3.txt,97
northern Europe,LOCATION,0.8317487835884094,Chapter3.txt,98
Jutes,DATE,0.3748895227909088,Chapter3.txt,98
Angles,LOCATION,0.5898312926292419,Chapter3.txt,98
Saxons,LOCATION,0.6832228302955627,Chapter3.txt,98
English,OTHER,0.9724887013435364,Chapter3.txt,99
AD 600,OTHER,0.5444389581680298,Chapter3.txt,100
Anglo-Saxon,OTHER,0.9411342144012451,Chapter3.txt,100
Britain,LOCATION,0.9939669370651245,Chapter3.txt,101
England,LOCATION,0.9578866362571716,Chapter3.txt,101
one,QUANTITY,0.5274335741996765,Chapter3.txt,102
Sutton Hoo,LOCATION,0.8009428977966309,Chapter3.txt,102
Suffolk,LOCATION,0.9126062989234924,Chapter3.txt,102
earth,LOCATION,0.7779269218444824,Chapter3.txt,104
Britain,LOCATION,0.9977307915687561,Chapter3.txt,104
Wales,LOCATION,0.8166335225105286,Chapter3.txt,105
Scotland,LOCATION,0.9992197751998901,Chapter3.txt,105
Anglo-Saxon,OTHER,0.7194064855575562,Chapter3.txt,105
Anglo-Saxons,OTHER,0.830926239490509,Chapter3.txt,107
Christians,ORGANIZATION,0.5615347027778625,Chapter3.txt,107
first,QUANTITY,0.8721064329147339,Chapter3.txt,107
Britain,LOCATION,0.8892946839332581,Chapter3.txt,107
Britain,LOCATION,0.9575936794281006,Chapter3.txt,108
Christianity,ORGANIZATION,0.6325188279151917,Chapter3.txt,108
Ireland,LOCATION,0.9494258165359497,Chapter3.txt,109
St Patrick,LOCATION,0.7291979193687439,Chapter3.txt,110
Ireland,LOCATION,0.9740657806396484,Chapter3.txt,110
St Columba,PERSON,0.7491869926452637,Chapter3.txt,111
Iona,LOCATION,0.980606734752655,Chapter3.txt,111
Scotland,LOCATION,0.9582394361495972,Chapter3.txt,112
St Augustine,LOCATION,0.8978943228721619,Chapter3.txt,112
Rome,LOCATION,0.9912841320037842,Chapter3.txt,112
Christianity,ORGANIZATION,0.8244607448577881,Chapter3.txt,113
St Augustine,LOCATION,0.8324847221374512,Chapter3.txt,113
first,QUANTITY,0.7225401997566223,Chapter3.txt,113
Canterbury,PERSON,0.5160285830497742,Chapter3.txt,114
HMSO,ORGANIZATION,0.7913879156112671,Chapter3.txt,117
Anglo-Saxon,OTHER,0.879633903503418,Chapter3.txt,126
Sutton Hoo,ORGANIZATION,0.826469361782074,Chapter3.txt,126
British Museum,ORGANIZATION,0.7030354142189026,Chapter3.txt,126
Vikings,ORGANIZATION,0.6346414089202881,Chapter3.txt,129
Denmark,LOCATION,0.9859887361526489,Chapter3.txt,129
Norway,LOCATION,0.9982776641845703,Chapter3.txt,129
first,QUANTITY,0.734797477722168,Chapter3.txt,129
Britain,LOCATION,0.908587634563446,Chapter3.txt,129
AD,LOCATION,0.6393694281578064,Chapter3.txt,129
789,QUANTITY,0.6010515689849854,Chapter3.txt,130
HMSO,ORGANIZATION,0.7913879156112671,Chapter3.txt,132
east of England,LOCATION,0.8423965573310852,Chapter3.txt,141
Scotland,LOCATION,0.9031851291656494,Chapter3.txt,142
Anglo-Saxon,OTHER,0.875951886177063,Chapter3.txt,142
England,LOCATION,0.9883410334587097,Chapter3.txt,142
King Alfred,PERSON,0.801513671875,Chapter3.txt,142
Vikings,ORGANIZATION,0.7666710019111633,Chapter3.txt,143
Viking,ORGANIZATION,0.8007664084434509,Chapter3.txt,143
Britain,LOCATION,0.78960120677948,Chapter3.txt,144
England,LOCATION,0.9987633228302002,Chapter3.txt,144
Danelaw,LOCATION,0.6098406314849854,Chapter3.txt,145
Grimsby,LOCATION,0.6661087870597839,Chapter3.txt,145
Scunthorpe,LOCATION,0.9741370677947998,Chapter3.txt,145
Viking,ORGANIZATION,0.3139989972114563,Chapter3.txt,146
Viking,ORGANIZATION,0.5492307543754578,Chapter3.txt,147
Christianity,ORGANIZATION,0.8010973334312439,Chapter3.txt,148
Anglo-Saxon,OTHER,0.8527670502662659,Chapter3.txt,149
England,LOCATION,0.864316999912262,Chapter3.txt,149
Danish,OTHER,0.5399408936500549,Chapter3.txt,150
first,QUANTITY,0.549811601638794,Chapter3.txt,150
Canute,PERSON,0.9404178261756897,Chapter3.txt,151
Vikings,ORGANIZATION,0.6421549320220947,Chapter3.txt,152
one king,QUANTITY,0.6223101019859314,Chapter3.txt,153
Kenneth MacAlpin,PERSON,0.9961255788803101,Chapter3.txt,153
Scotland,LOCATION,0.9417376518249512,Chapter3.txt,153
Norman Conquest,ORGANIZATION,0.6484209895133972,Chapter3.txt,156
1066,DATE,0.9590762257575989,Chapter3.txt,157
William,PERSON,0.9626526236534119,Chapter3.txt,157
Duke of Normandy,PERSON,0.9435403943061829,Chapter3.txt,157
northern France,LOCATION,0.7644601464271545,Chapter3.txt,158
Harold,PERSON,0.9814417362213135,Chapter3.txt,158
Saxon king of England,PERSON,0.7636399269104004,Chapter3.txt,158
Harold,PERSON,0.9920616149902344,Chapter3.txt,159
William,PERSON,0.9732603430747986,Chapter3.txt,159
England,LOCATION,0.9613628387451172,Chapter3.txt,159
William the Conqueror,PERSON,0.9955875277519226,Chapter3.txt,160
Bayeux,LOCATION,0.44098031520843506,Chapter3.txt,161
France,LOCATION,0.9769101142883301,Chapter3.txt,162
today,DATE,0.988854169845581,Chapter3.txt,162
nearly 70 metres,QUANTITY,0.8565139770507812,Chapter3.txt,164
230 feet,QUANTITY,0.9922791719436646,Chapter3.txt,164
Norman Conquest,ORGANIZATION,0.6055738925933838,Chapter3.txt,167
England,LOCATION,0.9287702441215515,Chapter3.txt,167
England,LOCATION,0.9939568042755127,Chapter3.txt,168
Norman French,PERSON,0.9640169739723206,Chapter3.txt,169
HMSO,ORGANIZATION,0.7913879156112671,Chapter3.txt,171
English,OTHER,0.9566033482551575,Chapter3.txt,180
today,DATE,0.9243811368942261,Chapter3.txt,180
Normans,PERSON,0.3468710780143738,Chapter3.txt,181
Wales,LOCATION,0.8695231676101685,Chapter3.txt,181
Welsh,OTHER,0.5508190989494324,Chapter3.txt,181
Scots,ORGANIZATION,0.39083996415138245,Chapter3.txt,182
Normans,ORGANIZATION,0.9389500617980957,Chapter3.txt,182
England,LOCATION,0.787937343120575,Chapter3.txt,182
Scotland,LOCATION,0.9033266305923462,Chapter3.txt,183
Normans,LOCATION,0.3702142536640167,Chapter3.txt,183
Scotland,LOCATION,0.9426001906394958,Chapter3.txt,184
William,PERSON,0.9477787017822266,Chapter3.txt,185
England,LOCATION,0.8111234307289124,Chapter3.txt,185
Domesday Book,TITLE,0.6469387412071228,Chapter3.txt,187
today,DATE,0.9571223855018616,Chapter3.txt,188
England,LOCATION,0.995198667049408,Chapter3.txt,188
Norman,PERSON,0.6604304909706116,Chapter3.txt,188
Romans,OTHER,0.2700679898262024,Chapter3.txt,193
Norman invasion,EVENT,0.6634248495101929,Chapter3.txt,195
1066,DATE,0.9933704137802124,Chapter3.txt,195
Middle Ages,DATE,0.9396182298660278,Chapter3.txt,197
Norman Conquest,EVENT,0.7083603739738464,Chapter3.txt,199
1485,DATE,0.7503130435943604,Chapter3.txt,199
Middle Ages,DATE,0.8863769769668579,Chapter3.txt,200
medieval period,DATE,0.8301563262939453,Chapter3.txt,200
English,OTHER,0.9369753003120422,Chapter3.txt,201
Welsh,OTHER,0.9391697645187378,Chapter3.txt,201
Scottish,OTHER,0.9956430196762085,Chapter3.txt,201
Irish,OTHER,0.9780272245407104,Chapter3.txt,201
Wales,LOCATION,0.9811708927154541,Chapter3.txt,202
English,OTHER,0.8528569340705872,Chapter3.txt,202
1284,DATE,0.28052815794944763,Chapter3.txt,203
King Edward I of England,PERSON,0.8586126565933228,Chapter3.txt,203
Wales,LOCATION,0.8073777556419373,Chapter3.txt,204
Crown of England,LOCATION,0.9537964463233948,Chapter3.txt,204
Conwy,LOCATION,0.8010244965553284,Chapter3.txt,204
Caenarvon,PERSON,0.5405206680297852,Chapter3.txt,205
15th,QUANTITY,0.6950493454933167,Chapter3.txt,205
Welsh,LOCATION,0.513001024723053,Chapter3.txt,206
English,OTHER,0.7837607860565186,Chapter3.txt,206
English,OTHER,0.9386571645736694,Chapter3.txt,207
Scotland,LOCATION,0.9941293001174927,Chapter3.txt,208
English,OTHER,0.9336941838264465,Chapter3.txt,208
1314,DATE,0.8619978427886963,Chapter3.txt,208
Scottish,OTHER,0.6100485324859619,Chapter3.txt,208
Robert the Bruce,PERSON,0.9905888438224792,Chapter3.txt,209
English,OTHER,0.9449275135993958,Chapter3.txt,209
Battle of Bannockburn,EVENT,0.9945352077484131,Chapter3.txt,209
Scotland,LOCATION,0.7551212310791016,Chapter3.txt,210
English,OTHER,0.9253660440444946,Chapter3.txt,210
HMSO,ORGANIZATION,0.7913879156112671,Chapter3.txt,213
Middle Ages,DATE,0.9918771982192993,Chapter3.txt,222
Ireland,LOCATION,0.8058388233184814,Chapter3.txt,222
English,OTHER,0.9365334510803223,Chapter3.txt,223
first,QUANTITY,0.8036225438117981,Chapter3.txt,223
Ireland,LOCATION,0.9401394724845886,Chapter3.txt,223
Irish,OTHER,0.8256835341453552,Chapter3.txt,223
1200,QUANTITY,0.5054196119308472,Chapter3.txt,224
English,OTHER,0.8699602484703064,Chapter3.txt,224
Ireland,LOCATION,0.8568789958953857,Chapter3.txt,225
Pale,LOCATION,0.8028279542922974,Chapter3.txt,225
Dublin,LOCATION,0.9957342743873596,Chapter3.txt,225
Ireland,LOCATION,0.8063353300094604,Chapter3.txt,226
English,OTHER,0.9213611483573914,Chapter3.txt,226
Middle Ages,DATE,0.9908424019813538,Chapter3.txt,227
English,OTHER,0.9496679902076721,Chapter3.txt,227
Crusades,EVENT,0.30792319774627686,Chapter3.txt,229
European,OTHER,0.6783910393714905,Chapter3.txt,229
Christians,ORGANIZATION,0.9333871603012085,Chapter3.txt,230
English,OTHER,0.932483434677124,Chapter3.txt,230
France,LOCATION,0.596939206123352,Chapter3.txt,231
Hundred Years War,EVENT,0.7280171513557434,Chapter3.txt,231
116 years,QUANTITY,0.9985439777374268,Chapter3.txt,232
One,QUANTITY,0.6880014538764954,Chapter3.txt,232
Hundred Years War,EVENT,0.6313192844390869,Chapter3.txt,232
Battle of Agincourt,EVENT,0.9780080914497375,Chapter3.txt,233
1415,DATE,0.995571494102478,Chapter3.txt,233
King Henry V,PERSON,0.9094984531402588,Chapter3.txt,233
English,OTHER,0.9394925832748413,Chapter3.txt,234
French,OTHER,0.8647046685218811,Chapter3.txt,234
English,OTHER,0.9534274935722351,Chapter3.txt,234
France,LOCATION,0.7975382208824158,Chapter3.txt,234
1450s,DATE,0.9878177046775818,Chapter3.txt,235
southern Scotland,LOCATION,0.9830358028411865,Chapter3.txt,243
Scotland,LOCATION,0.995612621307373,Chapter3.txt,244
Ireland,LOCATION,0.9972302317619324,Chapter3.txt,244
1348,DATE,0.8946210145950317,Chapter3.txt,246
Britain,LOCATION,0.9582566022872925,Chapter3.txt,246
One third,QUANTITY,0.6513669490814209,Chapter3.txt,247
England,LOCATION,0.9673231244087219,Chapter3.txt,247
Scotland,LOCATION,0.9941375255584717,Chapter3.txt,248
Wales,LOCATION,0.997731626033783,Chapter3.txt,248
one,QUANTITY,0.5190129280090332,Chapter3.txt,248
Britain,LOCATION,0.8754005432128906,Chapter3.txt,249
Ireland,LOCATION,0.96490478515625,Chapter3.txt,256
Pale,LOCATION,0.5821472406387329,Chapter3.txt,256
English,OTHER,0.9303312301635742,Chapter3.txt,257
Middle Ages,DATE,0.9867531061172485,Chapter3.txt,260
today,DATE,0.9502545595169067,Chapter3.txt,261
1215,DATE,0.988506555557251,Chapter3.txt,263
King John,PERSON,0.9256514310836792,Chapter3.txt,264
Magna Carta,ORGANIZATION,0.5585545301437378,Chapter3.txt,265
HMSO,ORGANIZATION,0.7913879156112671,Chapter3.txt,267
Magna Carta,ORGANIZATION,0.6788026690483093,Chapter3.txt,276
England,LOCATION,0.9757617115974426,Chapter3.txt,280
two separate parts,QUANTITY,0.8699243664741516,Chapter3.txt,282
Knights,PERSON,0.440662682056427,Chapter3.txt,284
House of Commons,ORGANIZATION,0.9498052000999451,Chapter3.txt,285
Scotland,LOCATION,0.9985668063163757,Chapter3.txt,288
three Houses,QUANTITY,0.8180907368659973,Chapter3.txt,288
England,LOCATION,0.6311734914779663,Chapter3.txt,292
Scotland,LOCATION,0.9968287348747253,Chapter3.txt,293
Middle Ages,DATE,0.9390024542808533,Chapter3.txt,297
Norman Conquest,EVENT,0.4640057384967804,Chapter3.txt,298
Norman,PERSON,0.9474923014640808,Chapter3.txt,298
French,OTHER,0.7377886176109314,Chapter3.txt,299
Anglo-Saxon,OTHER,0.9443747997283936,Chapter3.txt,299
two languages,QUANTITY,0.8942203521728516,Chapter3.txt,300
one,QUANTITY,0.6516920328140259,Chapter3.txt,300
English,OTHER,0.9641490578651428,Chapter3.txt,300
English,OTHER,0.9570057392120361,Chapter3.txt,301
Norman French,PERSON,0.7606787085533142,Chapter3.txt,302
apple,ORGANIZATION,0.6063735485076904,Chapter3.txt,302
Anglo-Saxon,OTHER,0.889668345451355,Chapter3.txt,303
English,OTHER,0.9523367881774902,Chapter3.txt,303
two,QUANTITY,0.9748851656913757,Chapter3.txt,303
one,QUANTITY,0.8238465189933777,Chapter3.txt,304
French,OTHER,0.5338894724845886,Chapter3.txt,304
one,QUANTITY,0.8666786551475525,Chapter3.txt,304
AngloSaxon,LOCATION,0.5444408655166626,Chapter3.txt,304
French,OTHER,0.84820556640625,Chapter3.txt,304
Anglo-Saxon,OTHER,0.9145718812942505,Chapter3.txt,304
1400,DATE,0.3607582151889801,Chapter3.txt,304
England,LOCATION,0.9899542331695557,Chapter3.txt,305
English,OTHER,0.9349654316902161,Chapter3.txt,305
English,OTHER,0.9966661334037781,Chapter3.txt,305
1400,QUANTITY,0.7259567975997925,Chapter3.txt,307
Geoffrey Chaucer,PERSON,0.9962229132652283,Chapter3.txt,307
English,OTHER,0.9204896092414856,Chapter3.txt,308
Canterbury,LOCATION,0.9295796155929565,Chapter3.txt,308
The Canterbury Tales,TITLE,0.8924914002418518,Chapter3.txt,311
one,QUANTITY,0.5824264883995056,Chapter3.txt,311
first books,QUANTITY,0.9271325469017029,Chapter3.txt,311
William Caxton,PERSON,0.9990770816802979,Chapter3.txt,312
first person,QUANTITY,0.8372683525085449,Chapter3.txt,312
England,LOCATION,0.988563060760498,Chapter3.txt,312
Scotland,LOCATION,0.9951927661895752,Chapter3.txt,315
Gaelic,OTHER,0.3590233623981476,Chapter3.txt,315
Scots,OTHER,0.9290028810501099,Chapter3.txt,315
Scots,OTHER,0.38917243480682373,Chapter3.txt,316
HMSO,ORGANIZATION,0.7913879156112671,Chapter3.txt,318
One example,QUANTITY,0.8116577863693237,Chapter3.txt,327
John Barbour,PERSON,0.9986554980278015,Chapter3.txt,327
The Bruce about the Battle of,TITLE,0.690122663974762,Chapter3.txt,327
Bannockburn,LOCATION,0.3506287932395935,Chapter3.txt,328
Middle Ages,DATE,0.9027968645095825,Chapter3.txt,329
Britain,LOCATION,0.9938365817070007,Chapter3.txt,329
Britain,LOCATION,0.9986572265625,Chapter3.txt,330
Ireland,LOCATION,0.9981180429458618,Chapter3.txt,330
Today,DATE,0.9627705216407776,Chapter3.txt,330
Windsor,LOCATION,0.7762618064880371,Chapter3.txt,331
Edinburgh,LOCATION,0.9991158843040466,Chapter3.txt,331
Lincoln Cathedral,LOCATION,0.6345571875572205,Chapter3.txt,332
Bible,TITLE,0.893582284450531,Chapter3.txt,334
Christian,ORGANIZATION,0.498210072517395,Chapter3.txt,334
York Minster,LOCATION,0.6684759855270386,Chapter3.txt,335
England,LOCATION,0.6144086122512817,Chapter3.txt,336
English,OTHER,0.8766546845436096,Chapter3.txt,336
England,LOCATION,0.9698829650878906,Chapter3.txt,337
France,LOCATION,0.6257486343383789,Chapter3.txt,339
Germany,LOCATION,0.9836443066596985,Chapter3.txt,339
Italy,LOCATION,0.992099404335022,Chapter3.txt,339
canal,LOCATION,0.8318377733230591,Chapter3.txt,339
Holland,LOCATION,0.8605054616928101,Chapter3.txt,340
York Minster,PERSON,0.624417781829834,Chapter3.txt,342
The Wars of the Roses,TITLE,0.9534940719604492,Chapter3.txt,344
1455,DATE,0.9559103846549988,Chapter3.txt,345
England,LOCATION,0.9824336767196655,Chapter3.txt,345
two families,QUANTITY,0.9196242690086365,Chapter3.txt,346
House of Lancaster,ORGANIZATION,0.9553017020225525,Chapter3.txt,346
House of York,ORGANIZATION,0.8888052701950073,Chapter3.txt,347
Wars of the Roses,TITLE,0.9606335163116455,Chapter3.txt,347
Lancaster,LOCATION,0.8784263730049133,Chapter3.txt,348
York,LOCATION,0.892036497592926,Chapter3.txt,348
Battle of Bosworth Field,EVENT,0.9547184705734253,Chapter3.txt,349
1485,DATE,0.9870500564575195,Chapter3.txt,349
King Richard,PERSON,0.8906174898147583,Chapter3.txt,349
HMSO,ORGANIZATION,0.7913879156112671,Chapter3.txt,351
House of York,ORGANIZATION,0.9014116525650024,Chapter3.txt,360
Henry Tudor,PERSON,0.9933308959007263,Chapter3.txt,360
House of Lancaster,ORGANIZATION,0.9150532484054565,Chapter3.txt,361
King Henry VII,PERSON,0.8772810101509094,Chapter3.txt,361
Henry,PERSON,0.9851009249687195,Chapter3.txt,361
King,PERSON,0.8698835372924805,Chapter3.txt,361
Richard,PERSON,0.991600513458252,Chapter3.txt,362
Elizabeth of York,PERSON,0.9837334156036377,Chapter3.txt,362
two families,QUANTITY,0.9120355844497681,Chapter3.txt,362
Henry,PERSON,0.9907221794128418,Chapter3.txt,362
first king,QUANTITY,0.660029411315918,Chapter3.txt,363
House of Tudor,ORGANIZATION,0.9149871468544006,Chapter3.txt,363
House of Tudor,ORGANIZATION,0.9590556025505066,Chapter3.txt,363
Houses of York,ORGANIZATION,0.8684629797935486,Chapter3.txt,364
Lancaster,LOCATION,0.3742031455039978,Chapter3.txt,365
Middle Ages,DATE,0.9865509271621704,Chapter3.txt,368
English,OTHER,0.9454831480979919,Chapter3.txt,372
The Wars of the Roses,TITLE,0.9750145077705383,Chapter3.txt,373
House of Tudor,ORGANIZATION,0.9428890347480774,Chapter3.txt,373
The Tudors,TITLE,0.5872215628623962,Chapter3.txt,375
Stuarts,TITLE,0.574004054069519,Chapter3.txt,375
Wars of the Roses,TITLE,0.9681002497673035,Chapter3.txt,377
Henry VII,PERSON,0.9869361519813538,Chapter3.txt,377
England,ORGANIZATION,0.5303774476051331,Chapter3.txt,378
England,LOCATION,0.9586934447288513,Chapter3.txt,379
Henry VIII,PERSON,0.9989097118377686,Chapter3.txt,382
Henry VIII,PERSON,0.991983950138092,Chapter3.txt,384
Church of Rome,ORGANIZATION,0.812355637550354,Chapter3.txt,384
six times,QUANTITY,0.9834895730018616,Chapter3.txt,385
HMSO,ORGANIZATION,0.7913879156112671,Chapter3.txt,388
Henry VIII,PERSON,0.9920991063117981,Chapter3.txt,397
England,LOCATION,0.9924709796905518,Chapter3.txt,397
21 April 1509,DATE,0.9999291896820068,Chapter3.txt,397
28 January 1547,DATE,0.9996315836906433,Chapter3.txt,397
six wives,QUANTITY,0.9563392996788025,Chapter3.txt,399
Henry VIII,PERSON,0.9921786189079285,Chapter3.txt,399
Catherine of Aragon,PERSON,0.8042568564414978,Chapter3.txt,400
Catherine,PERSON,0.9968019723892212,Chapter3.txt,400
Spanish,OTHER,0.9830322265625,Chapter3.txt,400
Henry,PERSON,0.9954858422279358,Chapter3.txt,400
one,QUANTITY,0.6953713297843933,Chapter3.txt,401
Mary,PERSON,0.9918785095214844,Chapter3.txt,401
Catherine,PERSON,0.9974702596664429,Chapter3.txt,401
Henry,PERSON,0.9960570335388184,Chapter3.txt,402
Anne Boleyn,PERSON,0.9872224926948547,Chapter3.txt,404
Anne Boleyn,PERSON,0.9973754286766052,Chapter3.txt,404
English,OTHER,0.907322347164154,Chapter3.txt,404
Henry,PERSON,0.9971522092819214,Chapter3.txt,404
one daughter,QUANTITY,0.8830209374427795,Chapter3.txt,404
Elizabeth,PERSON,0.9773072004318237,Chapter3.txt,405
Anne,PERSON,0.9918702840805054,Chapter3.txt,405
London,LOCATION,0.9961578249931335,Chapter3.txt,406
Jane Seymour,PERSON,0.71378493309021,Chapter3.txt,407
Henry,PERSON,0.980510413646698,Chapter3.txt,407
Jane,PERSON,0.9981462955474854,Chapter3.txt,407
Anne,PERSON,0.9975511431694031,Chapter3.txt,407
Henry,PERSON,0.9413919448852539,Chapter3.txt,408
Edward,PERSON,0.9951013922691345,Chapter3.txt,408
HMSO,ORGANIZATION,0.7913879156112671,Chapter3.txt,410
Anne of Cleves – Anne,PERSON,0.8958964347839355,Chapter3.txt,419
German,OTHER,0.8997576832771301,Chapter3.txt,419
Henry,PERSON,0.9896312355995178,Chapter3.txt,422
Catherine Howard – Catherine,PERSON,0.909392774105072,Chapter3.txt,424
Anne Boleyn,PERSON,0.9992424249649048,Chapter3.txt,424
Catherine Parr – Catherine,PERSON,0.8669295310974121,Chapter3.txt,426
Henry,PERSON,0.9816159009933472,Chapter3.txt,426
first wife,QUANTITY,0.8402723073959351,Chapter3.txt,428
Henry,PERSON,0.9967278242111206,Chapter3.txt,428
Pope,PERSON,0.8094372153282166,Chapter3.txt,428
Pope,PERSON,0.8388262391090393,Chapter3.txt,429
Henry,PERSON,0.9943477511405945,Chapter3.txt,429
Church of England,ORGANIZATION,0.9450147747993469,Chapter3.txt,429
Pope,PERSON,0.781420111656189,Chapter3.txt,430
Europe,LOCATION,0.9877488017082214,Chapter3.txt,432
Pope,PERSON,0.6334657669067383,Chapter3.txt,433
Roman Catholic Church,ORGANIZATION,0.970328152179718,Chapter3.txt,434
Bible,TITLE,0.9551835060119629,Chapter3.txt,435
Latin,OTHER,0.9045693278312683,Chapter3.txt,435
God,PERSON,0.7161195874214172,Chapter3.txt,437
England,LOCATION,0.9489213228225708,Chapter3.txt,438
Wales,LOCATION,0.994882345199585,Chapter3.txt,438
Scotland,LOCATION,0.9972917437553406,Chapter3.txt,438
16th century,DATE,0.9990279078483582,Chapter3.txt,439
Ireland,LOCATION,0.9811598658561707,Chapter3.txt,440
English,OTHER,0.8731352686882019,Chapter3.txt,440
